,Test File ID,Top K with encryption,Top K without encryption,Disease name,Rank with encryption,NDCG with encryption,Rank without encryption,NDCG without encryption
15,FOP_28751434_gemini2p5flash_SO.txt,"                                                     Disease  Score
                                            Upington disease   0.52
                            Progressive osseous heteroplasia   0.51
Osteosclerosis-ichthyosis-premature ovarian failure syndrome   0.50
                                      Coxoauricular syndrome   0.50
                                   X-linked hypophosphatemia   0.49
                       Arthrochalasia Ehlers-Danlos syndrome   0.49
                                          Satoyoshi syndrome   0.49
                                 Familial tumoral calcinosis   0.49
                 Familial avascular necrosis of femoral head   0.48
                       Fibrodysplasia ossificans progressiva   0.48
                                                Alkaptonuria   0.48
                        Multiple epiphyseal dysplasia type 5   0.48
     Pelvic dysplasia-arthrogryposis of lower limbs syndrome   0.48
                      Dysplasia of head of femur, Meyer type   0.47
            Enthesitis-related juvenile idiopathic arthritis   0.47
            Spondyloepimetaphyseal dysplasia, Handigodu type   0.47
                           Dysplasia epiphysealis hemimelica   0.47
                                  Legg-Calvé-Perthes disease   0.47
                                     Pelviscapular dysplasia   0.47
                            Sinding-Larsen-Johansson disease   0.47","                                                     Disease  Score
                                            Upington disease   0.52
                            Progressive osseous heteroplasia   0.51
Osteosclerosis-ichthyosis-premature ovarian failure syndrome   0.50
                                      Coxoauricular syndrome   0.50
                                   X-linked hypophosphatemia   0.49
                       Arthrochalasia Ehlers-Danlos syndrome   0.49
                                          Satoyoshi syndrome   0.49
                                 Familial tumoral calcinosis   0.49
                 Familial avascular necrosis of femoral head   0.48
                       Fibrodysplasia ossificans progressiva   0.48
                                                Alkaptonuria   0.48
                        Multiple epiphyseal dysplasia type 5   0.48
     Pelvic dysplasia-arthrogryposis of lower limbs syndrome   0.48
                      Dysplasia of head of femur, Meyer type   0.47
            Enthesitis-related juvenile idiopathic arthritis   0.47
            Spondyloepimetaphyseal dysplasia, Handigodu type   0.47
                           Dysplasia epiphysealis hemimelica   0.47
                                  Legg-Calvé-Perthes disease   0.47
                                     Pelviscapular dysplasia   0.47
                            Sinding-Larsen-Johansson disease   0.47",FOP,10,0.289064826,10,0.289064826
16,FOP_30607064_gemini2p5flash_SO.txt,"                                                                Disease  Score
                                  Fibrodysplasia ossificans progressiva   0.51
                                            Familial tumoral calcinosis   0.49
                                                         Melorheostosis   0.48
                                              Genochondromatosis type 1   0.47
                                         Infantile digital fibromatosis   0.47
                                   Undifferentiated pleomorphic sarcoma   0.47
                                       Progressive osseous heteroplasia   0.47
                                                           Osteosarcoma   0.46
                                               Schwartz-Jampel syndrome   0.45
                                                         Ollier disease   0.45
                                               Multiple osteochondromas   0.45
                                                            Liposarcoma   0.44
                                              Infantile myofibromatosis   0.44
                                      Dysplasia epiphysealis hemimelica   0.44
                                              Fibrous dysplasia of bone   0.44
                                          Juvenile hyaline fibromatosis   0.44
                                                      Mast cell sarcoma   0.43
Skeletal dysplasia-T-cell immunodeficiency-developmental delay syndrome   0.43
                                                         Caffey disease   0.43
                                            Dysspondyloenchondromatosis   0.43","                                                                Disease  Score
                                  Fibrodysplasia ossificans progressiva   0.51
                                            Familial tumoral calcinosis   0.49
                                                         Melorheostosis   0.48
                                              Genochondromatosis type 1   0.47
                                         Infantile digital fibromatosis   0.47
                                   Undifferentiated pleomorphic sarcoma   0.47
                                       Progressive osseous heteroplasia   0.47
                                                           Osteosarcoma   0.46
                                               Schwartz-Jampel syndrome   0.45
                                                         Ollier disease   0.45
                                               Multiple osteochondromas   0.45
                                                            Liposarcoma   0.44
                                              Infantile myofibromatosis   0.44
                                      Dysplasia epiphysealis hemimelica   0.44
                                              Fibrous dysplasia of bone   0.44
                                          Juvenile hyaline fibromatosis   0.44
                                                      Mast cell sarcoma   0.43
Skeletal dysplasia-T-cell immunodeficiency-developmental delay syndrome   0.43
                                                         Caffey disease   0.43
                                            Dysspondyloenchondromatosis   0.43",FOP,1,1,1,1
17,FOP_30868796_gemini2p5flash_SO.txt,"                                                                     Disease  Score
                                                   Genochondromatosis type 1   0.57
                                            Progressive osseous heteroplasia   0.55
                                                 Familial tumoral calcinosis   0.54
                                       Fibrodysplasia ossificans progressiva   0.54
                         Exostoses-anetodermia-brachydactyly type E syndrome   0.53
                                                              Grant syndrome   0.53
Wormian bone-multiple fractures-dentinogenesis imperfecta-skeletal dysplasia   0.52
                                      Dermatosparaxis Ehlers-Danlos syndrome   0.52
                                                            Hypophosphatasia   0.52
                                                              Melorheostosis   0.51
                   B3GALT6-related spondylodysplastic Ehlers-Danlos syndrome   0.51
                                           Dysplasia epiphysealis hemimelica   0.51
                                                   Fibrous dysplasia of bone   0.51
                                                       Diastrophic dysplasia   0.51
                              Osteopathia striata-cranial sclerosis syndrome   0.51
                                       Arthrochalasia Ehlers-Danlos syndrome   0.51
                                                       Pachydermoperiostosis   0.50
                                                    Multiple osteochondromas   0.50
                           Craniometadiaphyseal dysplasia, wormian bone type   0.50
                                                              Ollier disease   0.50","                                                                     Disease  Score
                                                   Genochondromatosis type 1   0.57
                                            Progressive osseous heteroplasia   0.55
                                                 Familial tumoral calcinosis   0.54
                                       Fibrodysplasia ossificans progressiva   0.54
                         Exostoses-anetodermia-brachydactyly type E syndrome   0.53
                                                              Grant syndrome   0.53
Wormian bone-multiple fractures-dentinogenesis imperfecta-skeletal dysplasia   0.52
                                      Dermatosparaxis Ehlers-Danlos syndrome   0.52
                                                            Hypophosphatasia   0.52
                                                              Melorheostosis   0.51
                   B3GALT6-related spondylodysplastic Ehlers-Danlos syndrome   0.51
                                           Dysplasia epiphysealis hemimelica   0.51
                                                   Fibrous dysplasia of bone   0.51
                                                       Diastrophic dysplasia   0.51
                              Osteopathia striata-cranial sclerosis syndrome   0.51
                                       Arthrochalasia Ehlers-Danlos syndrome   0.51
                                                       Pachydermoperiostosis   0.50
                                                    Multiple osteochondromas   0.50
                           Craniometadiaphyseal dysplasia, wormian bone type   0.50
                                                              Ollier disease   0.50",FOP,4,0.430676558,4,0.430676558
18,FOP_31785620_gemini2p5flash_SO.txt,"                                               Disease  Score
                      Progressive osseous heteroplasia   0.57
                 Fibrodysplasia ossificans progressiva   0.55
                           Familial tumoral calcinosis   0.51
                             X-linked hypophosphatemia   0.50
                             Genochondromatosis type 1   0.49
                              Multiple osteochondromas   0.49
                     Dysplasia epiphysealis hemimelica   0.48
                                      Hypophosphatasia   0.48
                                      Upington disease   0.48
                              Osgood-Schlatter disease   0.48
                                        Eiken syndrome   0.47
                                        Melorheostosis   0.47
                                        Panner disease   0.47
             Familial articular hypermobility syndrome   0.46
      Enthesitis-related juvenile idiopathic arthritis   0.46
                  Multiple epiphyseal dysplasia type 5   0.46
                       Thiemann disease, familial form   0.46
Multicentric osteolysis-nodulosis-arthropathy spectrum   0.46
                                        Ollier disease   0.45
                                Juvenile Paget disease   0.45","                                               Disease  Score
                      Progressive osseous heteroplasia   0.57
                 Fibrodysplasia ossificans progressiva   0.55
                           Familial tumoral calcinosis   0.51
                             X-linked hypophosphatemia   0.50
                             Genochondromatosis type 1   0.49
                              Multiple osteochondromas   0.49
                     Dysplasia epiphysealis hemimelica   0.48
                                      Hypophosphatasia   0.48
                                      Upington disease   0.48
                              Osgood-Schlatter disease   0.48
                                        Eiken syndrome   0.47
                                        Melorheostosis   0.47
                                        Panner disease   0.47
             Familial articular hypermobility syndrome   0.46
      Enthesitis-related juvenile idiopathic arthritis   0.46
                  Multiple epiphyseal dysplasia type 5   0.46
                       Thiemann disease, familial form   0.46
Multicentric osteolysis-nodulosis-arthropathy spectrum   0.46
                                        Ollier disease   0.45
                                Juvenile Paget disease   0.45",FOP,2,0.630929754,2,0.630929754
19,FOP_33938904_gemini2p5flash_SO.txt,"                                                          Disease  Score
                                        Infantile myofibromatosis   0.61
                                    Juvenile hyaline fibromatosis   0.53
                            Fibrodysplasia ossificans progressiva   0.53
                                 Myopathic Ehlers-Danlos syndrome   0.52
                                   Infantile digital fibromatosis   0.51
                                                   Myhre syndrome   0.51
Camptodactyly-joint contractures-facial skeletal defects syndrome   0.50
                                        Genochondromatosis type 1   0.50
                                                   Melorheostosis   0.50
                                         Multiple osteochondromas   0.50
                                   Spondylocarpotarsal synostosis   0.50
                                      Familial tumoral calcinosis   0.50
                                         Schwartz-Jampel syndrome   0.49
                       Musculocontractural Ehlers-Danlos syndrome   0.49
       Camptodactyly-tall stature-scoliosis-hearing loss syndrome   0.49
                                     Multiple synostoses syndrome   0.49
                  Spondyloepimetaphyseal dysplasia, Missouri type   0.48
                                                         Mycetoma   0.48
                                      Dysspondyloenchondromatosis   0.48
                     Congenital fiber-type disproportion myopathy   0.48","                                                          Disease  Score
                                        Infantile myofibromatosis   0.61
                                    Juvenile hyaline fibromatosis   0.53
                            Fibrodysplasia ossificans progressiva   0.53
                                 Myopathic Ehlers-Danlos syndrome   0.52
                                   Infantile digital fibromatosis   0.51
                                                   Myhre syndrome   0.51
Camptodactyly-joint contractures-facial skeletal defects syndrome   0.50
                                        Genochondromatosis type 1   0.50
                                                   Melorheostosis   0.50
                                         Multiple osteochondromas   0.50
                                   Spondylocarpotarsal synostosis   0.50
                                      Familial tumoral calcinosis   0.50
                                         Schwartz-Jampel syndrome   0.49
                       Musculocontractural Ehlers-Danlos syndrome   0.49
       Camptodactyly-tall stature-scoliosis-hearing loss syndrome   0.49
                                     Multiple synostoses syndrome   0.49
                  Spondyloepimetaphyseal dysplasia, Missouri type   0.48
                                                         Mycetoma   0.48
                                      Dysspondyloenchondromatosis   0.48
                     Congenital fiber-type disproportion myopathy   0.48",FOP,3,0.5,3,0.5
20,FOP_38044456_gemini2p5flash_SO.txt,"                                                               Disease  Score
                             Familial calcium pyrophosphate deposition   0.52
                                                          Alkaptonuria   0.51
                                      Progressive osseous heteroplasia   0.50
                                             X-linked hypophosphatemia   0.50
                                    Dermatoosteolysis, Kirghizian type   0.48
                          Autosomal recessive hypophosphatemic rickets   0.48
                                           Familial tumoral calcinosis   0.48
                                                 Nail-patella syndrome   0.48
                                                      Upington disease   0.48
                                         Wild type ABeta2M amyloidosis   0.48
                                        Hereditary painful callosities   0.47
Rheumatoid factor-positive polyarticular juvenile idiopathic arthritis   0.47
                                               Cranio-osteoarthropathy   0.47
                                       Nail-patella-like renal disease   0.47
                                Progressive pseudorheumatoid dysplasia   0.47
                                      Talo-patello-scaphoid osteolysis   0.47
                                 Fibrodysplasia ossificans progressiva   0.46
   Short stature-advanced bone age-early-onset osteoarthritis syndrome   0.46
                                         Isolated distal symphalangism   0.46
                                         Dermochondrocorneal dystrophy   0.46","                                                               Disease  Score
                             Familial calcium pyrophosphate deposition   0.52
                                                          Alkaptonuria   0.51
                                      Progressive osseous heteroplasia   0.50
                                             X-linked hypophosphatemia   0.50
                                    Dermatoosteolysis, Kirghizian type   0.48
                          Autosomal recessive hypophosphatemic rickets   0.48
                                           Familial tumoral calcinosis   0.48
                                                 Nail-patella syndrome   0.48
                                                      Upington disease   0.48
                                         Wild type ABeta2M amyloidosis   0.48
                                        Hereditary painful callosities   0.47
Rheumatoid factor-positive polyarticular juvenile idiopathic arthritis   0.47
                                               Cranio-osteoarthropathy   0.47
                                       Nail-patella-like renal disease   0.47
                                Progressive pseudorheumatoid dysplasia   0.47
                                      Talo-patello-scaphoid osteolysis   0.47
                                 Fibrodysplasia ossificans progressiva   0.46
   Short stature-advanced bone age-early-onset osteoarthritis syndrome   0.46
                                         Isolated distal symphalangism   0.46
                                         Dermochondrocorneal dystrophy   0.46",FOP,17,0.239812467,17,0.239812467
21,FOP_39287296_gemini2p5flash_SO.txt,"                                                                      Disease  Score
                                        Fibrodysplasia ossificans progressiva   0.55
                                         Trismus-pseudocamptodactyly syndrome   0.53
                                                      Oral submucous fibrosis   0.50
                                             Progressive osseous heteroplasia   0.50
                                                Osteosclerotic bone dysplasia   0.49
                                                 Primary condylar hyperplasia   0.49
                                                               SAPHO syndrome   0.49
                                                     Schwartz-Jampel syndrome   0.49
                                                               Melorheostosis   0.48
                                                        SPONASTRIME dysplasia   0.48
                               Ankylosing vertebral hyperostosis with tylosis   0.48
                                                   Gnathodiaphyseal dysplasia   0.48
                                                Juvenile hyaline fibromatosis   0.48
                                                      Cleidocranial dysplasia   0.48
                                    Familial calcium pyrophosphate deposition   0.47
                                   Medial condensing osteitis of the clavicle   0.47
                                                             Dental ankylosis   0.47
Chronic nonbacterial osteomyelitis/Chronic recurrent multifocal osteomyelitis   0.47
                                                  Familial tumoral calcinosis   0.47
                               Osteopathia striata-cranial sclerosis syndrome   0.47","                                                                      Disease  Score
                                        Fibrodysplasia ossificans progressiva   0.55
                                         Trismus-pseudocamptodactyly syndrome   0.53
                                                      Oral submucous fibrosis   0.50
                                             Progressive osseous heteroplasia   0.50
                                                Osteosclerotic bone dysplasia   0.49
                                                 Primary condylar hyperplasia   0.49
                                                               SAPHO syndrome   0.49
                                                     Schwartz-Jampel syndrome   0.49
                                                               Melorheostosis   0.48
                                                        SPONASTRIME dysplasia   0.48
                               Ankylosing vertebral hyperostosis with tylosis   0.48
                                                   Gnathodiaphyseal dysplasia   0.48
                                                Juvenile hyaline fibromatosis   0.48
                                                      Cleidocranial dysplasia   0.48
                                    Familial calcium pyrophosphate deposition   0.47
                                   Medial condensing osteitis of the clavicle   0.47
                                                             Dental ankylosis   0.47
Chronic nonbacterial osteomyelitis/Chronic recurrent multifocal osteomyelitis   0.47
                                                  Familial tumoral calcinosis   0.47
                               Osteopathia striata-cranial sclerosis syndrome   0.47",FOP,1,1,1,1
22,IPF_24881079_1_gemini2p5flash_SO.txt,"                                                               Disease  Score
          Respiratory bronchiolitis-interstitial lung disease syndrome   0.59
                                         Idiopathic pulmonary fibrosis   0.52
                                              Bronchiolitis obliterans   0.47
                                          Acute interstitial pneumonia   0.46
                                      Cryptogenic organizing pneumonia   0.46
                               Idiopathic acute eosinophilic pneumonia   0.46
                                        Chronic pneumonitis of infancy   0.46
                                                 Asbestos intoxication   0.45
                             Autoimmune pulmonary alveolar proteinosis   0.44
                             Idiopathic chronic eosinophilic pneumonia   0.43
                                       Lymphoid interstitial pneumonia   0.43
                                             Idiopathic bronchiectasis   0.43
                                    Idiopathic pulmonary hemosiderosis   0.42
                                             Chronic beryllium disease   0.41
                                Pulmonary nodular lymphoid hyperplasia   0.41
                             Hereditary pulmonary alveolar proteinosis   0.41
                                            Bronchopulmonary dysplasia   0.40
Pulmonary fibrosis-hepatic hyperplasia-bone marrow hypoplasia syndrome   0.39
                                           Diffuse alveolar hemorrhage   0.39
                                                     Acute lung injury   0.39","                                                               Disease  Score
          Respiratory bronchiolitis-interstitial lung disease syndrome   0.59
                                         Idiopathic pulmonary fibrosis   0.52
                                              Bronchiolitis obliterans   0.47
                                          Acute interstitial pneumonia   0.46
                                      Cryptogenic organizing pneumonia   0.46
                               Idiopathic acute eosinophilic pneumonia   0.46
                                        Chronic pneumonitis of infancy   0.46
                                                 Asbestos intoxication   0.45
                             Autoimmune pulmonary alveolar proteinosis   0.44
                             Idiopathic chronic eosinophilic pneumonia   0.43
                                       Lymphoid interstitial pneumonia   0.43
                                             Idiopathic bronchiectasis   0.43
                                    Idiopathic pulmonary hemosiderosis   0.42
                                             Chronic beryllium disease   0.41
                                Pulmonary nodular lymphoid hyperplasia   0.41
                             Hereditary pulmonary alveolar proteinosis   0.41
                                            Bronchopulmonary dysplasia   0.40
Pulmonary fibrosis-hepatic hyperplasia-bone marrow hypoplasia syndrome   0.39
                                           Diffuse alveolar hemorrhage   0.39
                                                     Acute lung injury   0.39",IPF,2,0.630929754,2,0.630929754
23,IPF_24881079_2_gemini2p5flash_SO.txt,"                                                               Disease  Score
                                      Cryptogenic organizing pneumonia   0.59
          Respiratory bronchiolitis-interstitial lung disease syndrome   0.56
                                         Idiopathic pulmonary fibrosis   0.52
                                              Bronchiolitis obliterans   0.52
                                        Chronic pneumonitis of infancy   0.48
                             Autoimmune pulmonary alveolar proteinosis   0.47
                                             Idiopathic bronchiectasis   0.47
                             Idiopathic chronic eosinophilic pneumonia   0.47
                     Pulmonary non-tuberculous mycobacterial infection   0.46
                                Pulmonary nodular lymphoid hyperplasia   0.46
                                       Lymphoid interstitial pneumonia   0.46
                                          Acute interstitial pneumonia   0.46
                         Chronic thromboembolic pulmonary hypertension   0.45
                                             Chronic beryllium disease   0.45
                               Idiopathic acute eosinophilic pneumonia   0.45
Pulmonary fibrosis-hepatic hyperplasia-bone marrow hypoplasia syndrome   0.44
                                                 Asbestos intoxication   0.44
                  Idiopathic/heritable pulmonary arterial hypertension   0.43
                                            Bronchopulmonary dysplasia   0.43
                               Allergic bronchopulmonary aspergillosis   0.43","                                                               Disease  Score
                                      Cryptogenic organizing pneumonia   0.59
          Respiratory bronchiolitis-interstitial lung disease syndrome   0.56
                                         Idiopathic pulmonary fibrosis   0.52
                                              Bronchiolitis obliterans   0.52
                                        Chronic pneumonitis of infancy   0.48
                             Autoimmune pulmonary alveolar proteinosis   0.47
                                             Idiopathic bronchiectasis   0.47
                             Idiopathic chronic eosinophilic pneumonia   0.47
                     Pulmonary non-tuberculous mycobacterial infection   0.46
                                Pulmonary nodular lymphoid hyperplasia   0.46
                                       Lymphoid interstitial pneumonia   0.46
                                          Acute interstitial pneumonia   0.46
                         Chronic thromboembolic pulmonary hypertension   0.45
                                             Chronic beryllium disease   0.45
                               Idiopathic acute eosinophilic pneumonia   0.45
Pulmonary fibrosis-hepatic hyperplasia-bone marrow hypoplasia syndrome   0.44
                                                 Asbestos intoxication   0.44
                  Idiopathic/heritable pulmonary arterial hypertension   0.43
                                            Bronchopulmonary dysplasia   0.43
                               Allergic bronchopulmonary aspergillosis   0.43",IPF,3,0.5,3,0.5
24,IPF_24881079_3_gemini2p5flash_SO.txt,"                                                     Disease  Score
Respiratory bronchiolitis-interstitial lung disease syndrome   0.54
                            Cryptogenic organizing pneumonia   0.52
                               Idiopathic pulmonary fibrosis   0.51
                              Chronic pneumonitis of infancy   0.47
                      Pulmonary nodular lymphoid hyperplasia   0.47
                   Idiopathic chronic eosinophilic pneumonia   0.46
                                    Bronchiolitis obliterans   0.46
                                   Idiopathic bronchiectasis   0.45
                             Lymphoid interstitial pneumonia   0.45
                                   Chronic beryllium disease   0.44
                   Autoimmune pulmonary alveolar proteinosis   0.44
                                       Asbestos intoxication   0.44
                     Idiopathic acute eosinophilic pneumonia   0.43
                                Acute interstitial pneumonia   0.42
                                     Antisynthetase syndrome   0.42
           Pulmonary non-tuberculous mycobacterial infection   0.42
                          Idiopathic pulmonary hemosiderosis   0.41
                                 Diffuse alveolar hemorrhage   0.39
                                               Aspergillosis   0.38
                     Allergic bronchopulmonary aspergillosis   0.38","                                                     Disease  Score
Respiratory bronchiolitis-interstitial lung disease syndrome   0.54
                            Cryptogenic organizing pneumonia   0.52
                               Idiopathic pulmonary fibrosis   0.51
                              Chronic pneumonitis of infancy   0.47
                      Pulmonary nodular lymphoid hyperplasia   0.47
                   Idiopathic chronic eosinophilic pneumonia   0.46
                                    Bronchiolitis obliterans   0.46
                                   Idiopathic bronchiectasis   0.45
                             Lymphoid interstitial pneumonia   0.45
                                   Chronic beryllium disease   0.44
                   Autoimmune pulmonary alveolar proteinosis   0.44
                                       Asbestos intoxication   0.44
                     Idiopathic acute eosinophilic pneumonia   0.43
                                Acute interstitial pneumonia   0.42
                                     Antisynthetase syndrome   0.42
           Pulmonary non-tuberculous mycobacterial infection   0.42
                          Idiopathic pulmonary hemosiderosis   0.41
                                 Diffuse alveolar hemorrhage   0.39
                                               Aspergillosis   0.38
                     Allergic bronchopulmonary aspergillosis   0.38",IPF,3,0.5,3,0.5
25,IPF_26810762_gemini2p5flash_SO.txt,"                                                               Disease  Score
                                              Bronchiolitis obliterans   0.54
                                             Idiopathic bronchiectasis   0.52
          Respiratory bronchiolitis-interstitial lung disease syndrome   0.52
                     Pulmonary non-tuberculous mycobacterial infection   0.50
                               Allergic bronchopulmonary aspergillosis   0.49
                                         Idiopathic pulmonary fibrosis   0.49
                             Autoimmune pulmonary alveolar proteinosis   0.47
                                        Chronic pneumonitis of infancy   0.47
                             Idiopathic chronic eosinophilic pneumonia   0.47
                                             Chronic beryllium disease   0.47
                                Pulmonary nodular lymphoid hyperplasia   0.45
                                      Cryptogenic organizing pneumonia   0.45
                                                           Sarcoidosis   0.44
                             Tracheobronchopathia osteochondroplastica   0.44
                                                 Asbestos intoxication   0.44
                                            Bronchopulmonary dysplasia   0.44
                                       Lymphoid interstitial pneumonia   0.44
                               Idiopathic acute eosinophilic pneumonia   0.43
Pulmonary fibrosis-hepatic hyperplasia-bone marrow hypoplasia syndrome   0.42
                                                         Aspergillosis   0.42","                                                               Disease  Score
                                              Bronchiolitis obliterans   0.54
                                             Idiopathic bronchiectasis   0.52
          Respiratory bronchiolitis-interstitial lung disease syndrome   0.52
                     Pulmonary non-tuberculous mycobacterial infection   0.50
                               Allergic bronchopulmonary aspergillosis   0.49
                                         Idiopathic pulmonary fibrosis   0.49
                             Autoimmune pulmonary alveolar proteinosis   0.47
                                        Chronic pneumonitis of infancy   0.47
                             Idiopathic chronic eosinophilic pneumonia   0.47
                                             Chronic beryllium disease   0.47
                                Pulmonary nodular lymphoid hyperplasia   0.45
                                      Cryptogenic organizing pneumonia   0.45
                                                           Sarcoidosis   0.44
                             Tracheobronchopathia osteochondroplastica   0.44
                                                 Asbestos intoxication   0.44
                                            Bronchopulmonary dysplasia   0.44
                                       Lymphoid interstitial pneumonia   0.44
                               Idiopathic acute eosinophilic pneumonia   0.43
Pulmonary fibrosis-hepatic hyperplasia-bone marrow hypoplasia syndrome   0.42
                                                         Aspergillosis   0.42",IPF,6,0.356207187,6,0.356207187
26,IPF_26984086_gemini2p5flash_SO.txt,"                                                               Disease  Score
                                                 Asbestos intoxication   0.45
                                Pulmonary nodular lymphoid hyperplasia   0.43
                                             Chronic beryllium disease   0.43
                                      Cryptogenic organizing pneumonia   0.43
                                        Chronic pneumonitis of infancy   0.42
          Respiratory bronchiolitis-interstitial lung disease syndrome   0.42
                                                    Pulmonary blastoma   0.42
                                         Idiopathic pulmonary fibrosis   0.41
                     Pulmonary non-tuberculous mycobacterial infection   0.41
Pulmonary fibrosis-hepatic hyperplasia-bone marrow hypoplasia syndrome   0.40
                                       Lymphoid interstitial pneumonia   0.39
                                               Antisynthetase syndrome   0.39
                                              Bronchiolitis obliterans   0.39
                                                  Legionnaires disease   0.39
                                                           Sarcoidosis   0.38
                                              Acute radiation syndrome   0.38
                                             Idiopathic bronchiectasis   0.37
                             Idiopathic chronic eosinophilic pneumonia   0.37
                                                  Inhalational anthrax   0.37
                                     Chronic graft versus host disease   0.37","                                                               Disease  Score
                                                 Asbestos intoxication   0.45
                                Pulmonary nodular lymphoid hyperplasia   0.43
                                             Chronic beryllium disease   0.43
                                      Cryptogenic organizing pneumonia   0.43
                                        Chronic pneumonitis of infancy   0.42
          Respiratory bronchiolitis-interstitial lung disease syndrome   0.42
                                                    Pulmonary blastoma   0.42
                                         Idiopathic pulmonary fibrosis   0.41
                     Pulmonary non-tuberculous mycobacterial infection   0.41
Pulmonary fibrosis-hepatic hyperplasia-bone marrow hypoplasia syndrome   0.40
                                       Lymphoid interstitial pneumonia   0.39
                                               Antisynthetase syndrome   0.39
                                              Bronchiolitis obliterans   0.39
                                                  Legionnaires disease   0.39
                                                           Sarcoidosis   0.38
                                              Acute radiation syndrome   0.38
                                             Idiopathic bronchiectasis   0.37
                             Idiopathic chronic eosinophilic pneumonia   0.37
                                                  Inhalational anthrax   0.37
                                     Chronic graft versus host disease   0.37",IPF,8,0.315464877,8,0.315464877
27,IPF_27233996_gemini2p5flash_SO.txt,"                                                               Disease  Score
                                             Hermansky-Pudlak syndrome   0.64
                             Hereditary pulmonary alveolar proteinosis   0.57
Pulmonary fibrosis-hepatic hyperplasia-bone marrow hypoplasia syndrome   0.53
                                         Idiopathic pulmonary fibrosis   0.51
                             Autoimmune pulmonary alveolar proteinosis   0.50
                                    Idiopathic pulmonary hemosiderosis   0.49
          Respiratory bronchiolitis-interstitial lung disease syndrome   0.48
                  Idiopathic/heritable pulmonary arterial hypertension   0.48
                                        Chronic pneumonitis of infancy   0.46
                                               Birt-Hogg-Dubé syndrome   0.45
                                                Van den Bosch syndrome   0.45
                                        Alpha-1-antitrypsin deficiency   0.45
                                      Cryptogenic organizing pneumonia   0.45
                                             Parana hard skin syndrome   0.45
                                             Idiopathic bronchiectasis   0.45
       Primary immunodeficiency syndrome due to P14/LAMTOR2 deficiency   0.44
                                                     Braddock syndrome   0.44
                                            Bronchopulmonary dysplasia   0.44
                                   Pulmonary capillary hemangiomatosis   0.44
                                 Congenital pulmonary lymphangiectasia   0.44","                                                               Disease  Score
                                             Hermansky-Pudlak syndrome   0.64
                             Hereditary pulmonary alveolar proteinosis   0.57
Pulmonary fibrosis-hepatic hyperplasia-bone marrow hypoplasia syndrome   0.53
                                         Idiopathic pulmonary fibrosis   0.51
                             Autoimmune pulmonary alveolar proteinosis   0.50
                                    Idiopathic pulmonary hemosiderosis   0.49
          Respiratory bronchiolitis-interstitial lung disease syndrome   0.48
                  Idiopathic/heritable pulmonary arterial hypertension   0.48
                                        Chronic pneumonitis of infancy   0.46
                                               Birt-Hogg-Dubé syndrome   0.45
                                                Van den Bosch syndrome   0.45
                                        Alpha-1-antitrypsin deficiency   0.45
                                      Cryptogenic organizing pneumonia   0.45
                                             Parana hard skin syndrome   0.45
                                             Idiopathic bronchiectasis   0.45
       Primary immunodeficiency syndrome due to P14/LAMTOR2 deficiency   0.44
                                                     Braddock syndrome   0.44
                                            Bronchopulmonary dysplasia   0.44
                                   Pulmonary capillary hemangiomatosis   0.44
                                 Congenital pulmonary lymphangiectasia   0.44",IPF,4,0.430676558,4,0.430676558
28,IPF_27387033_gemini2p5flash_SO.txt,"                                                               Disease  Score
          Respiratory bronchiolitis-interstitial lung disease syndrome   0.52
                                        Chronic pneumonitis of infancy   0.49
                                              Bronchiolitis obliterans   0.48
                                Pulmonary nodular lymphoid hyperplasia   0.48
                                             Chronic beryllium disease   0.47
                                      Cryptogenic organizing pneumonia   0.47
                             Autoimmune pulmonary alveolar proteinosis   0.47
                                         Idiopathic pulmonary fibrosis   0.46
                                          Acute interstitial pneumonia   0.46
                                       Lymphoid interstitial pneumonia   0.45
                             Hereditary pulmonary alveolar proteinosis   0.45
                                            Bronchopulmonary dysplasia   0.44
                             Idiopathic chronic eosinophilic pneumonia   0.44
                                                 Asbestos intoxication   0.44
Pulmonary fibrosis-hepatic hyperplasia-bone marrow hypoplasia syndrome   0.43
                                             Idiopathic bronchiectasis   0.43
                                     Pulmonary alveolar microlithiasis   0.43
                               Idiopathic acute eosinophilic pneumonia   0.43
                               Allergic bronchopulmonary aspergillosis   0.42
                                     Chronic graft versus host disease   0.42","                                                               Disease  Score
          Respiratory bronchiolitis-interstitial lung disease syndrome   0.52
                                        Chronic pneumonitis of infancy   0.49
                                              Bronchiolitis obliterans   0.48
                                Pulmonary nodular lymphoid hyperplasia   0.48
                                             Chronic beryllium disease   0.47
                                      Cryptogenic organizing pneumonia   0.47
                             Autoimmune pulmonary alveolar proteinosis   0.47
                                         Idiopathic pulmonary fibrosis   0.46
                                          Acute interstitial pneumonia   0.46
                                       Lymphoid interstitial pneumonia   0.45
                             Hereditary pulmonary alveolar proteinosis   0.45
                                            Bronchopulmonary dysplasia   0.44
                             Idiopathic chronic eosinophilic pneumonia   0.44
                                                 Asbestos intoxication   0.44
Pulmonary fibrosis-hepatic hyperplasia-bone marrow hypoplasia syndrome   0.43
                                             Idiopathic bronchiectasis   0.43
                                     Pulmonary alveolar microlithiasis   0.43
                               Idiopathic acute eosinophilic pneumonia   0.43
                               Allergic bronchopulmonary aspergillosis   0.42
                                     Chronic graft versus host disease   0.42",IPF,8,0.315464877,8,0.315464877
